ID_BCT_O,ID_ANPR,CALLE,ESQUINA / ENTRE CALLES,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN,ALCALDIA,SECTOR
MC2406,0,REYNA IXTLIXÓCHITL,LÁZARO CÁRDENAS,AJUSCO HUAYAMILPAS,#N/A,XOTEPINGO,COYOACAN,SUR,19.32000816,-99.15196286,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2407,0,REY NEZAHUALCÓYOTL,ZAPOTECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32743763,-99.15783745,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2408,0,MIXTECAS,ENTRE REY PAPATZIN Y NEZAHUALPILLI,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31389502,-99.16547268,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2409,0,TOLTECAS,REY TOPILTZIN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.324932,-99.161271,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2410,0,ZAPOTECAS,REY MECONETZIN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.322862,-99.161832,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2411,0,NAHUATLACAS,REY MECONETZIN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31989839,-99.15783072,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2412,0,NAHUATLACAS,MOCTECUZOMA,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.3152218,-99.16197486,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2413,0,NAYARIT,REY HUEMAN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31491279,-99.15863161,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2414,0,AV. AZTECAS,REY HUEMAN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.319243,-99.163852,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2415,0,CHICHIMECAS,REYNA IXTLIXOCHITL,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.323381,-99.155912,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2416,0,REY PAPATZIN,CORAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.311696,-99.16383,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2417,0,ZAPOTECAS,REY HUEMAN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31979924,-99.16455298,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2418,0,REY NEZAHUALCÓYOTL,AV. AZTECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32633388,-99.15670479,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2419,0,REY TOPILTZIN,TOTONACAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32284546,-99.15874972,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2420,0,REYNA IXTLIXÓCHITL,NAHUATLACAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.322926,-99.155366,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2421,0,ZAPOTECAS,REY TEPÁLCATZIN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32096735,-99.16334231,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2422,0,AV. AZTECAS,REY TLATECUHUTLI,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31315701,-99.16923469,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2423,0,REY PAPATZIN,CHICHIMECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.312706,-99.165512,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2424,0,REY TLATECUHTLI,TOTONACAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.312337,-99.168218,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2425,0,SAN GUILLERMO,REY PAPATZIN,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.311021,-99.162622,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2426,0,Av. Aztecas,Rey Hueman,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.319216,-99.163856,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2428,0,REY MOCTEZUMA,TOTONACAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32737593,-99.15478228,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2431,0,MOCTEZUMA,OTOMIES,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.314056,-99.160531,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2432,0,NEZAHUALPILLI,CHICHIMECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31403422,-99.1641884,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2433,0,REY HUEMAN,CHICHIMECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.3171686,-99.16145319,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2434,0,REY TOPILTZIN,CORAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.320693,-99.155901,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2435,0,CHIMECAS,IZTACIHUATL,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31888405,-99.15941424,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2436,0,REY MECONETZIN,TOLTECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32323243,-99.16251156,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2437,0,TOTONACAS,REY MECONETZIN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.32150615,-99.15996397,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2438,0,MOCTEZUMA,MIXTECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.31638351,-99.16346638,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2439,0,MIXTECAS,REY NEZAHUALCOYOTL,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.325422,-99.15557,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2445,0,CDA NAHUATLACAS,CDA DEL LAGO,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.328245,-99.151545,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2446,0,SANTA CRUZ,LOS COLORINES Y CLUB,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32899118,-99.14774521,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2447,0,NAHUATLACAS,PALMAS Y HUAYAMILPAS,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.329081,-99.150233,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2448,0,3A CDA. HUAYAMILPAS,HUAYAMILPAS,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.327651,-99.149178,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2449,0,AV DEL PANTEON,ENTRE PRIMERA PRIVADA AVENIDA DEL PANTEON Y QUINTA PRIVADA ANTES PANTEON 12,DE LA CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.330674,-99.148849,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2450,0,2DA. CDA. NAHUATLACAS,ENTRE NAHUATLACAS Y CORAS,AJUSCO HUAYAMILPAS,#N/A,XOTEPINGO,COYOACAN,SUR,19.326528,-99.151449,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2451,0,PDA. 4ª DE AVENIDA DEL PANTEÓN,DEL PANTEÓN,DE LA CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32989024,-99.15038192,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2452,0,CDA. NAHUATLACAS,CORAS,NUEVA DIAZ ORDAZ,#N/A,XOTEPINGO,COYOACAN,SUR,19.32711878,-99.15099982,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2453,0,SANTA CRUZ,ENTRE DEL PANTEÓN Y LOS COLORINES,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.33013942,-99.14787653,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2454,0,CLAVEL,ENTRE LOS COLORINES Y PRIVADA CLAVEL ,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32869807,-99.14656485,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2455,0,AV. DEL PANTEÓN,ENTRE CDA. DEL PANTEÓN Y CDA DEL LAGO,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32860126,-99.15309727,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2456,0,HUAYAMILPAS,4A. CERRADA,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.327033,-99.148949,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2457,0,NAHUATLACAS,ENTRE CDA. NAHUATLACAS Y SAN LORENZO,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32770387,-99.15123554,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2550,0,SATURNO,URUANO,MEDIA LUNA,#N/A,XOTEPINGO,COYOACAN,SUR,19.302077,-99.160108,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2551,0,COSCOMATE,GLORIETA IGLESIA,CANTIL DEL PEDREGAL,#N/A,XOTEPINGO,COYOACAN,SUR,19.299009,-99.157039,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2553,0,AV. DEL IMAN,CTO ESTADIO AZTECA Y CTO ESTADIO AZTECA,CANTIL DEL PEDREGAL,#N/A,XOTEPINGO,COYOACAN,SUR,19.30143,-99.156309,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2681,0,MUNICH 1972,ANILLO  PERIFERICO,OLIMPICA,#N/A,XOTEPINGO,COYOACAN,SUR,19.302486,-99.168381,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2693,0,AV DIVISION DEL  NORTE,CALIZ,EL RELOJ,#N/A,XOTEPINGO,COYOACAN,SUR,19.317886,-99.139163,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2714,0,CALZ. DE TLALPAN,TEXTITLAN Y AV. FRESNO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.313563,-99.1405,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2739,0,AV. DEL IMAN,JECUALMES,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.304562,-99.160386,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2740,0,COMOPORIS,CASI ESQ. TECUIXES,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.304762,-99.162152,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2741,0,AV. DEL IMAN,APONECAS Y BASOPAS,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.307203,-99.162945,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2742,0,BUTACARIS,JOJOLES Y PERIFERCO SUR,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.302057,-99.162885,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2743,0,EUDEVAS,AV. DEL IMAN Y CTO. AZTECAS,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.30316437,-99.16146956,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2744,0,EUDEVAS,TEAXOAPOLTECAS,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.303993,-99.161281,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2745,0,SABAIBO,APONECAS,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.305684,-99.163658,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2746,0,ANILLO PERIF. BLVD. ADOLFO LOPEZ MATEOS,CDA. XIXIMES,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.301673,-99.16325,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2756,0,POPOCATEPETL,ITZCOATL,ADOLFO RUIZ CORTINEZ,#N/A,XOTEPINGO,COYOACAN,SUR,19.31777,-99.146608,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2757,0,CALIZ,ONCEAVA CDA. CALIZ,EL RELOJ,#N/A,XOTEPINGO,COYOACAN,SUR,19.319252,-99.143322,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2758,0,POLEN,ENTRE COROLA Y CÁLIZ,EL RELOJ,#N/A,XOTEPINGO,COYOACAN,SUR,19.31758981,-99.14025838,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2759,0,TALLO,COROLA,EL RELOJ,#N/A,XOTEPINGO,COYOACAN,SUR,19.31781,-99.142925,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2760,0,FRESNO,TEXTITLAN,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.316237,-99.143529,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2761,0,OLMECA,HUITZILIPOCHTLI,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.318949,-99.1457,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2762,0,DIEGO RIVERA,MUSEO,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.320837,-99.143807,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2763,0,6A CDA DE CALIZ,CALIZ Y COROLA,EL RELOJ,#N/A,XOTEPINGO,COYOACAN,SUR,19.317906,-99.141654,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2818,0,AV. DEL IMAN,DEL CREPUSCULO,PEDREGAL DEL MAUREL,#N/A,XOTEPINGO,COYOACAN,SUR,19.3092824,-99.17566868,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2819,0,CIRCUITO ESTADIO AZTECA,SAN CÁSTULO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30576946,-99.15255978,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2820,0,SAN ALEJANDRO,2DA CDA. DEL IMÁN,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30795061,-99.16040143,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2821,0,6TA CDA. DEL IMÁN,AV. DEL IMÁN,LA ZORRA EJIDO DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30681849,-99.16232593,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2822,0,1RA CDA. DEL IMÁN,2DA CDA. DEL IMÁN,LA ZORRA EJIDO DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.305546,-99.159877,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2823,0,4TA CDA. DEL IMÁN,CALLE SIN NOMBRE,LA ZORRA EJIDO DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30709544,-99.16136328,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2824,0,CALZADA DE TLALPAN,AV. DEL IMÁN,BOSQUES DE TETLAMEYA,#N/A,XOTEPINGO,COYOACAN,SUR,19.29955825,-99.14998669,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2853,0,YAQUIS,CHONTALES,AJUSCO HUAYAMILPAS,#N/A,XOTEPINGO,COYOACAN,SUR,19.321837,-99.151539,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2854,0,REY TOPILTZIN,OTOMIES,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.320119,-99.155389,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC2855,0,PROL MECONETZIN,NAYARITAS,AJUSCO HUAYAMILPAS,#N/A,XOTEPINGO,COYOACAN,SUR,19.320318,-99.15405,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
